id,essay,prompt,formal_register,thematic_coherence,narrative_rhetorical_structure,cohesion
427,"[T] As Tintas
EU ESTAVA NA MINHA CASA PINTANDO COMTINTA E APARECEU MEU PRIMO
E DERUNOU A MINHA TINTA E SUJOU O CHÃO E A MINHA MÃE CHEGOU
NA HORA ELA PERGUNTO MININO QUEM DERUBOU ESSA TINTA NO CHÃO EU DISSI?
FOI MEU PRIMO MÃE. TÁ BOM [X] BRINCAR COM MEU PRIMO NO CANPO DE PENALTE
EU FUICOMPRAR MAIS TINTA COLORIDA EU FUI DE BICICLETA COM MEU PRIMO.  A  [X] DA  [X]
TINTAS, AZUL, PRETO, VERDE, VERMELHO, ROXO, COR DE PELE AMARELO, E ROSA,
QUANDO EU IA VOUTANDO A PARECEU UM PITIBUL E COREU ATRAS  DA BICICLETA E MEU PRIMO
ESTAVA COMEDO EU PEDALEI BEM RAPIDO DE MAIS E NOS CAIMOS DA BICICLETA QUEBROU
EU DEIXEI MEU PRIMO COM A BICICLETA E UVI. PEDIR DINHEIRO PARA MINHA MÃE PARA PARA COM
CERTA A BICICLETA ELA MEDEU O DINHEIRO EU VOU TEI PARA NDE MEU PRIMOESTAVA NOS FUMO
PARA CASA COM MEU PRIMO QUANDO NOS CHEGAMOS EM CASA NOS BRINCA DE PINTA. COM
TINTAS ELE DESENHO UM CANPO DE FUTEBOU EU DESENHEI UM AVIÃO EU PINTEI
COR PRETA MEU PRIMO FOI EM BORA EU FIQUEI TRISTE ELE DISSI DEPOISEU VENHO
PRIMO PARA GENTE BRINCAR DE FUTEBOL TÁ BOM EU DISSI TÁ BOM PRIMO EU FUI
BRINCAR COM MEU AMIGO DE FUTEBOL NO CAMPO E MEU AMIGDANIELEOMATEUS APARECEU
E NOS BRICAMO EO DANIEL ERA COLEIRO EU E O MATEUS ERA JOGADOR EUEO MATEUS FIZEMO
MUITOGOLS NODANIEL E NO FINAL DO JOGO NOS FUMU PARA CAICHOEIRA NO CAMINHO NO SEU
 LEVEI MEU PIBUL NOS NO CAMINHO ENCONTREMO UMA NACONDA E QUATROS COBRAS OS 
CACHORROS FORAM NA FRENTE E QUANDO NOS CHEGAMOS LÁ OS CACHORRO ESTAVA BRIGANDO
 COM AS COBRAS NACONDA E O QUATRO E NO CAMINHO NOS EnTRANMOS TRES CAVALOS E 
AMONTEMOS NO CAVALO E O CAVALO CORREU BEM RAPIDO E O DONO DOS CAVALOS DISSI
CADE MEUS CAVALOS VIO OS RASTROS DOS CAVALOS E SEGIO E NO CAMINHO EN CONTROU NOS
COMS CAVALOS E O DONO DISSE ONDE VOCES ENCOTRARÃO ESSES CAVALOS NOS DSSE EN
CONTRAMOS LAPERTO DO LAGO ESSES CAVALOS ERÃO MEUS NOS DISSI DESCULPE PEGE
MIL REAIS ELE DISSE OBRIGADO PODE FICAR COS CAVALOS E NOS E NOS FUMO ENBORA
COMS CAVALOS QUADO NOS CHEGAMOS EM CASA NOS FUMO BRINCAR DEFUTEBOL
EO DANIEL DEFENDEL AS BOLAS QUANDOS NOS TERMINANMOS DE BRINCAR DE
FUTEBOL NOS FUMO AMOJAR LA NA MINHA CASA DEPOIS NO FUMS BRINCAR DE 
NOVO DEPOIS O DANIEL FOI EMBORA COM O MATEUS EU FUI PARA DENTRO DE
CASA BRINCAR DE CARINHO SOZNHP DE POIS EU FUI DOR MIR","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
711,"[T] O sitio dos meus lios e a minha 
[P] Era uma vez que eu e a minha famílha, formos a imanaus
a cidade que nasci.
A guente foi de van áte belem 3 horas de van e anoiteceu no porto.
Em 5 dias tepois de navio estavamos em amazonia de noite a gente
foi de taxi ate o sitio.
Quanto eu e a minha familha saimos da cidade e fiqueredo
durou áte 1:00 da manha de 107k áte pra casa dos meus tios
o nome da minha tia e cheila e o nome do meu tio é joão paulo.
E eles tinhan filhas a mais vilho e a mais novo.
O nome da mais velha e joara e o mais nova e juliana
A gente formos pra casa da titia de manha pasar [?] dia no
casa da titia
E no primeirp dia em casa eu passeia mau por causa das
navio.
Cinco dias tepois passando mau eu de torte Joara me chamou 
pra brenca com ela e o juliana e quase de noite a 
minha mãe chamava pra ir pra casa.
3 meses tepois nos formos pro para formos por casa da
vovó e do vovô e fornes pro minha casa que nos vive
mos antes.
2 anos tepois  eu estou no 5º ano com os novos amigos [?] eu 
 ea minha familha vivemos feliz.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,3,4
838,"[T] [?]
[P] Um certo dia quando Julia era mais nova ganhou
um kit de tintas de aniversário, ela ficou muito feliz, só que
ela não tinha pinceis para pintar , então ela foi pedir a sua mãe
para ela comprar alguns pinceis . No dia seguinte a mãe da Julia foi
em todas as lojas mas não conseguiu achar nem um único
pincel então Jaiane ( a mãe de Julia ) foi para casa e contou a sua
filha, que não conseguiu encontrar os pinceis . Julia ficou meio triste com
isso e foi para seu quarto estudar.
- [P] Alguns dias depois , enquanto Julia vinha da escola viu um
cartás falando sobre uma papelaria que tinha abrido a pouco tempo,
ela foi correndo pra casa falar a sua mãe, . ela chegou me casa to -
mou banho almoçou e foi a essa papelaria ver se tinha pinceis, e pra
sua sorte tinha vários e na promoçãoela comprou um monte de
pinceis ela chegou em casa muito animada com as compras .
[P] [X] então começou a pensar no que fazer, primeiro [X]
quando avistou uma parede do seu quarto branca e sem graça
então ela teve a ideia de pintar um lindo [X] cheio de
fores para dar vida aquela parede, então ela começou a fazer sua
arte, demorou horas mais valeu a pena o resultado , ficou mara -
vilhoso lindo demais , sua mãe comprou umas telas de pintura para
sua filha , e Julia pintou, pintou , pintou muito e começou a espor
suas obras na internet , aos poucos ela foi crescendo e ficando
[X] , um dia enquanto ela pintava alguem tocou a campainha de
sua casa curiosa para saber quem era Julia foi [X] a porta ,
quando ela abriu não acreditou no que estava vendo, era um pintor
famoso e talentoso, chamando ela para uma competição de pinturas ,
quem fizesse a melhor pintura levava 1 milhão de dolares para casa,
ela aceitou treinou muito . No dia ela ficou muito nervosa , mas não
desistiu ela foi participou da competição, e venceu ! Ela não acreditou nisso
depois desse dia ela [X] e foi crescendo. Creceu muito e até os dias
de hoje ela continua sendo artista.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,4,4,3
297,"[T] A menina e a floresta
[P] Um dia fui dar uma caminhada Pelo bosque
Perto da minha casa no caminho encontrei uma [X]
bela árvore enfestada de flores achei lindo [X]
Fui me aProximando da árvore e quando cheguei [X]
Perto da árvore me aconcheguei a ela.
e Depois que amenina se sentou chegou um
Passaro e se aProximou e Pulou no hombro dela [X]
O Passaro era estranho amenina disse que lindo
Passaro e deu um beijo bem fraco para não
machucolo mas ele era bem estranho e
derePonte ele deu um etelo assoviado.
Eu sai com o novo amigo um Passaro [X]
estranho mas au mesmo legal e continuei
andando Pelo bosque andei muito encontrei muitos [X]
animais tatus peixes em um lago que econ[X]
trei no bos que o viados [?] e muitos Passaros.
Voltando Para casa c om o meu amigo o Passaro
estranho fiquei moito feliz por que me [X]
divertimoito e vivi muito feliz com meu
amigo.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,1,4,4
1156,"[T]o meu novo amigo
Ola meu nome e Carlos, Eu tenho uma amiga chama
da de Laura, um dia estavamos bricando na minha casa ela
viu um [x] Laura falou.
- Tinha um pássaro bem estranho Vamos la, disse a –
Laura assustada, Carlos falou:
- Eu não Vai sozinha melho deicha ele quieto disse Carlos
eles continuaro [x], um som estranho:
- oque e isso. disse Carlos, Laura disse:
- [x] o passaro você não acredita em mi você acho que eu sou
Louco disse:
- não não nunca achei isso de você. carlos disse, Laura disse:
- Então tabom discupa então vamos vamos la ver uquie e isso:
Eles forão ver bem assustados quando chegaro viro um porquinho
[P] do índio o pegamos ele é chamado de Noar [?][?]
mos muito fim","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,4
777,"[T] Produção de texto
[T] O livro mágico
[P] Lerta vez Paulo estava na biblioteca, ele
queria comprar um livro ele procurou,procurou
e um o chamou bastante atenção
esse livro era preto seu nome era livro as-
sombrado ele curioso decidiu comprar o li-
vro mas mau sabia ele que seria uma pés-
sima idea.
[P] Quando Paulo chegou em sua casa cedi-
diu abrir o livro, quando ele abriu um
barulho estranho saiu do armário como ele 
era corajoso não ligou ele folheou muito o li-
vro e [X], até que du nada as páginas do
livro começaram a voar as letras se mexiam
ele com muito medo saiu rapidamente do quarto 
e nunca mais tocou naquele livro de tanto medo
que ficou de algo acontecer de novo com ele, foi 
foi quando ele descobriu que aquele livro que ele com-
prou era possuído, mas ele acordou e percebeu que 
tudo não passava de um sonho.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,1,4,3
1228,"observe inagen e [?] o texto abaixo 
e) encontrei on cina do ARMÁRIO AÁRIO AIGUN
POTES COM TINTINTA. E NTÃO, RESOLVI PINTA
 PAREDE DO MEU QUARTO.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",1,1,1,1
759,"[T] Pintando com a alice
Eu achei Muitas tintas Em cima da
Geladeira Eu peguei fiz uma pessa Só que
fui no Banheiro lavar minhas mão
So que quando Eu voltei não Tinha
Nenhum desenho So eu Fui pro
Meu quarto Eu vir um vuto , passando 
atras de mim , Eu pensei por que meu 
Desenho tinha Sumido Eu tava Muito
Pensativa mais Eu achei meu Desenho 
Tava na geladeira Mais por que quando
Eu olhei na quela hora meu Desenho
Não Tava La Mais Eu fiquei feliz , de
ver meu desenho ea Minha amiga me 
Chamou para brincar ela dicidiu pintar na parede eu Topei e fui com a alice .","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
617,"[T] O coto
Eu encontrei em cima do armário alguns potes com
Tinta então, resolver pintar na parede do meu quarto
alguns animais Tempo depois, quando voltes na quarta,
não havia mais nenhuma pintura e as roupas da
gaveta estavam espalhadas pelo chão E ela foi na cozinha
pegar uma coca e encontro con as animais que estava
desenhado no e ela olhou para fora e viu cavalo vaca galinha
galo cachorros e a [?] foi caindo e ela se arrumando para
deitar e ela falou vou escovar","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,2,2
333,"[T] A menina que encontro baldes de tinta
[P] Era uma vez uma menina que encontro 
baldes de tinta e queria desenhar [X] seus pais 
não deixava mas ela escondeu na mochila e ela levou 
para escola mas a profesora disse que não pode pintar 
porque você não tem a idade para pintar 
porque ela tem 5 Anos. 
[P] porisso ela não pode pintar mas ela é 
muito teimosa e ela casou os baldes de tinta 
que sua profesora escondeu mas ela [X] [X] 
e. mesmo assim ela não encontrou os baldes de 
tinta ate que um certo dia ela encontrou [X] [X] 
encontrou os baldes de tinta e pintou as paredes 
da escola e a profesora levou para secretaria. 
[P] Os pais dela colocou ela de castigo mas 
os baldes de tinta esta na mochila dela 
e pintou as paredes. dos quartos e os pais 
delas ficaram muito furiosos e ela vai ficar 
um mes cem mecher no celular e nunca mais 
ela nunca mais. ela [?] pegar num balde de
tinta [X] ela fica dois meses.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,3,3
382,"[T] A pintura na parede
[P] Um dia eu e minha irmã encontramos em cima do armario
augumas tintas. Então, eu e ela resolvemos pintar na pa-
rede do meu quarto auguns animais. Um tempo depois, voutei
para o meu quarto para ver como tinha ficado a pintura do
meu quarto, quando eu e minha irmã entramos, não havia mais
pintura nemuma e minhas roupas estava espalhadas pelo o meu
quarto to do no chão em sima da minha cama, em todo lugar!
[P] Fui corendo para contar a minha mãe o que tinha acontecido
com meu quarto e ela disse que não sabia de nada disso
Eu perguntei se auguma pessoa veio aqui e ela disse que tinha
um amigo meu que veio aqui e ele tava meio brabo e perguntou por
mim e depois foi para o meu quarto com um baude de tin-
ta branca e com um pincel, depois de um tempo ele saio de la
com o balde de tinta vazio. 
[P] Depois de um tempo ele foi na minha casa pedir desculpa
para eu e minha irmã por ter feito aquilo e disse que
sabe que foi feio aquilo que ele fez eu disse que eso assuta-
va a desculpas dele se ele ajudasse a fazer tudo de no-
vo e que ele prometece nunca mais fazer aquilo então ele
disse que prometia então la vamos nos pintar a parede
do meu quarto pinta la pinta ca pinta em todo lado e de-
pois de muito tempo a gente terminou de pintar toda a parede.
[P] No final do dia a gente se divertil bastante, pintando a pare-
de do meu quarto. Depois de ter pintado muito a gente (eu, minha
irmã e meu amigo decidimos desenhar e depois pintar é o
que eu mais gosto de fazer desenhar e pintar. Minha irmã
disse que eu podia ser pintora quando eu crecer ou eu
tambem posso ser desenhista mais eu quero ser os
dois, mas ainda falta tempo pra eu pensar nisso então vou
continuar desenhando no caderno e pintando os desenhos.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
290,"[T] A menina baguseira
[P] Em uma manhã ana foi para a escola com raiva porque sua mãe não dixo
u ela pintar o seu quarto com tinta quando chegou na escola ela comesou
a gritar Berar mas ela foi para a aula quando ela chegou em casa mesmo 
com raiva por que ela não pode pintar  seu quarto quando sua mãe 
deixou ela asistindo .
[P] então quando sua mãe saiu ela pegou sua tinta escolar e foi para os
 cosinha ela fez uma fraze (mãe eu te amo de mais) quando ela terminou de 
escrever a fraze ela foi para o banheiro pintou a parede do banheiro de [X]
e azul sua mãe estava quase chegando em casa ela foi para o seu quarto 
Como ela queria pintar seu quarto todo de rosa sua [?] de [?] de
vermelho quando sua mãe chegou em casa olhou para a sala via que 
ana não estava na sala foi para a cosinha .
a sim que vio a fraze [?] {?] ela foi corendo e sua mãe
falou : o que é iso eu não poso sair que você vira esa casa para baixo, 
ana ficou de castigu e nunca mais ela [?] iso","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
